Nstudy,Study,YearStudy,Age,Name,Forest.cov,MeanHabitat,BGroupOverall,BGroupBRealm,BGroupBiome,BGroupContIsla,nAi,nAk,Ai,Ak,RRR,nSi,nSk,Dissim,Sim_S_toOGF,Sor_in_OGF,RRS,StudyTaxa,Ntaxa,Taxa,Country,Continent_Island,Site,Biogeographic_realms,Nbiome,Biome,Mean_Longitude,Mean_Latitude,Mean_Elevation,Mean_Rainfall,Matrix_Means,Matrix,Ndist,Previous_Use,Methods,MeanMet,N,Gamma,List,Data,MeanData,Moist_Forest_specialist,p.ForSpec,InSpp,p.In,SDSpp,p.SD,GrSpp,p.Gr,PrSpp,p.Pr,PoSpp,p.Po,ScSpp,p.Sc,GzSpp,p.Gz
59,Raman,1996,1,59.Raman.1996.1,YSF,1Year_fallows1994,MammalsYSF,Indo_MalayMammalsYSF,1.TropMoMammalsYSF,ContinentMammalsYSF,1,2,1,6.5,-1.871802177,1,2,0.714,0.286,0.885,-1.131,5,4,Mammals,India,Continent,Mizoram_Dampa_Tiger_Reserve,Indo_Malay,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,92,23,500,2150,3,Mixed,1,CA,MTC,Mammals_Transect_Census,6,8,Yes,PO,Proportion_of_detection,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
59,Raman,1996,5,59.Raman.1996.5,YSF,5Year_fallows1989,MammalsYSF,Indo_MalayMammalsYSF,1.TropMoMammalsYSF,ContinentMammalsYSF,1,2,1,6.5,-1.871802177,1,2,0.714,0.286,0.885,-1.131,5,4,Mammals,India,Continent,Mizoram_Dampa_Tiger_Reserve,Indo_Malay,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,92,23,500,2150,3,Mixed,1,CA,MTC,Mammals_Transect_Census,6,8,Yes,PO,Proportion_of_detection,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
59,Raman,1996,10,59.Raman.1996.10,YSF,10Year_fallows1985,MammalsYSF,Indo_MalayMammalsYSF,1.TropMoMammalsYSF,ContinentMammalsYSF,1,2,3,6.5,-0.773189888,1,2,0.556,0.444,0.885,-0.689,5,4,Mammals,India,Continent,Mizoram_Dampa_Tiger_Reserve,Indo_Malay,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,92,23,500,2150,3,Mixed,1,CA,MTC,Mammals_Transect_Census,6,8,Yes,PO,Proportion_of_detection,2,0.666666667,0,0,1,0.333333333,0,0,0,0,0,0,0,0,2,0.666666667
59,Raman,1996,25,59.Raman.1996.25,MSF,25Year_fallows1969,MammalsMSF,Indo_MalayMammalsMSF,1.TropMoMammalsMSF,ContinentMammalsMSF,1,2,5,6.5,-0.262364264,1,2,0.273,0.727,0.885,-0.196,5,4,Mammals,India,Continent,Mizoram_Dampa_Tiger_Reserve,Indo_Malay,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,92,23,500,2150,3,Mixed,1,CA,MTC,Mammals_Transect_Census,6,8,Yes,PO,Proportion_of_detection,3,0.6,0,0,1,0.2,0,0,0,0,0,0,0,0,4,0.8
59,Raman,1996,100,59.Raman.1996.100,OGF,mean.100Year_old_forest1895_1900.Primary_Forest,MammalsOGF,Indo_MalayMammalsOGF,1.TropMoMammalsOGF,ContinentMammalsOGF,2,2,6.5,6.5,0,2,2,0.231,0.885,0.885,0.000,5,4,Mammals,India,Continent,Mizoram_Dampa_Tiger_Reserve,Indo_Malay,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,92,23,500,2150,3,Mixed,1,U,MTC,Mammals_Transect_Census,6,8,Yes,PO,Proportion_of_detection,4,0.615384615,0,0,1,0.153846154,1,0.153846154,0,0,0,0,0,0,5,0.769230769
59,Raman,1996,100,59.Raman.1996.100,OGF,mean.100Year_old_forest1895_1900.Primary_Forest,MammalsOGF,Indo_MalayMammalsOGF,1.TropMoMammalsOGF,ContinentMammalsOGF,2,2,6.5,6.5,0,2,2,0.000,0.885,0.885,0.000,5,4,Mammals,India,Continent,Mizoram_Dampa_Tiger_Reserve,Indo_Malay,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,92,23,500,2150,3,Mixed,5,U,MTC,Mammals_Transect_Census,6,8,Yes,PO,Proportion_of_detection,4,0.615384615,0,0,2,0.307692308,0,0,0,0,0,0,0,0,4,0.615384615
60,Wu_etal,1996,13,60.Wu_etal.1996.13,YSF,mean.SF1.2.3.4.5.6,MammalsYSF,Indo_MalayMammalsYSF,1.TropMoMammalsYSF,ContinentMammalsYSF,6,7,5,3.28,0.42159449,6,7,0.500,0.639,1.000,-0.448,6,4,Mammals,China,Continent,Shangyong_Station_Xichuangbanna_National_Park,Indo_Malay,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,101,21,700,1400,1,Continuous_Forest,4,SB,MST,Mammals_Snap_Trap,13,12,Yes,A,Abundance,1,0.2,2,0.4,1,0.2,1,0.2,0,0,0,0,0,0,4,0.8
60,Wu_etal,1996,13,60.Wu_etal.1996.13,YSF,mean.SF1.2.3.4.5.6,MammalsYSF,Indo_MalayMammalsYSF,1.TropMoMammalsYSF,ContinentMammalsYSF,6,7,5,3.28,0.42159449,6,7,0.455,0.639,1.000,-0.448,6,4,Mammals,China,Continent,Shangyong_Station_Xichuangbanna_National_Park,Indo_Malay,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,101,21,700,1400,1,Continuous_Forest,4,SB,MST,Mammals_Snap_Trap,13,12,Yes,A,Abundance,1,0.2,3,0.6,1,0.2,0,0,0,0,0,0,0,0,2,0.4
60,Wu_etal,1996,13,60.Wu_etal.1996.13,YSF,mean.SF1.2.3.4.5.6,MammalsYSF,Indo_MalayMammalsYSF,1.TropMoMammalsYSF,ContinentMammalsYSF,6,7,5,3.28,0.42159449,6,7,0.400,0.639,1.000,-0.448,6,4,Mammals,China,Continent,Shangyong_Station_Xichuangbanna_National_Park,Indo_Malay,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,101,21,700,1400,1,Continuous_Forest,4,SB,MST,Mammals_Snap_Trap,13,12,Yes,A,Abundance,1,0.2,2,0.4,1,0.2,0,0,0,0,0,0,0,0,2,0.4
60,Wu_etal,1996,13,60.Wu_etal.1996.13,YSF,mean.SF1.2.3.4.5.6,MammalsYSF,Indo_MalayMammalsYSF,1.TropMoMammalsYSF,ContinentMammalsYSF,6,7,5,3.28,0.42159449,6,7,0.429,0.639,1.000,-0.448,6,4,Mammals,China,Continent,Shangyong_Station_Xichuangbanna_National_Park,Indo_Malay,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,101,21,700,1400,1,Continuous_Forest,4,SB,MST,Mammals_Snap_Trap,13,12,Yes,A,Abundance,0,0,0,0,1,0.2,0,0,0,0,0,0,0,0,1,0.2
60,Wu_etal,1996,13,60.Wu_etal.1996.13,YSF,mean.SF1.2.3.4.5.6,MammalsYSF,Indo_MalayMammalsYSF,1.TropMoMammalsYSF,ContinentMammalsYSF,6,7,5,3.28,0.42159449,6,7,0.111,0.639,1.000,-0.448,6,4,Mammals,China,Continent,Shangyong_Station_Xichuangbanna_National_Park,Indo_Malay,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,101,21,700,1400,1,Continuous_Forest,4,SB,MST,Mammals_Snap_Trap,13,12,Yes,A,Abundance,1,0.2,0,0,1,0.2,0,0,0,0,0,0,0,0,3,0.6
60,Wu_etal,1996,13,60.Wu_etal.1996.13,YSF,mean.SF1.2.3.4.5.6,MammalsYSF,Indo_MalayMammalsYSF,1.TropMoMammalsYSF,ContinentMammalsYSF,6,7,5,3.28,0.42159449,6,7,0.273,0.639,1.000,-0.448,6,4,Mammals,China,Continent,Shangyong_Station_Xichuangbanna_National_Park,Indo_Malay,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,101,21,700,1400,1,Continuous_Forest,4,SB,MST,Mammals_Snap_Trap,13,12,Yes,A,Abundance,1,0.2,2,0.4,1,0.2,0,0,0,0,0,0,0,0,3,0.6
60,Wu_etal,1996,NA,60.Wu_etal.1996.NA,OGF,mean.PF2.5.6.7.1.3.4,MammalsOGF,Indo_MalayMammalsOGF,1.TropMoMammalsOGF,ContinentMammalsOGF,7,7,3.28,3.28,0,7,7,0.429,0.774,0.774,0.000,6,4,Mammals,China,Continent,Shangyong_Station_Xichuangbanna_National_Park,Indo_Malay,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,101,21,700,1400,1,Continuous_Forest,4,U,MST,Mammals_Snap_Trap,13,12,Yes,A,Abundance,0,0,0,0,1,0.304878049,1,0.304878049,0,0,0,0,0,0,2,0.609756098
60,Wu_etal,1996,NA,60.Wu_etal.1996.NA,OGF,mean.PF2.5.6.7.1.3.4,MammalsOGF,Indo_MalayMammalsOGF,1.TropMoMammalsOGF,ContinentMammalsOGF,7,7,3.28,3.28,0,7,7,0.429,0.774,0.774,0.000,6,4,Mammals,China,Continent,Shangyong_Station_Xichuangbanna_National_Park,Indo_Malay,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,101,21,700,1400,1,Continuous_Forest,4,U,MST,Mammals_Snap_Trap,13,12,Yes,A,Abundance,0,0,0,0,1,0.304878049,0,0,0,0,0,0,0,0,1,0.304878049
60,Wu_etal,1996,NA,60.Wu_etal.1996.NA,OGF,mean.PF2.5.6.7.1.3.4,MammalsOGF,Indo_MalayMammalsOGF,1.TropMoMammalsOGF,ContinentMammalsOGF,7,7,3.28,3.28,0,7,7,0.250,0.774,0.774,0.000,6,4,Mammals,China,Continent,Shangyong_Station_Xichuangbanna_National_Park,Indo_Malay,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,101,21,700,1400,1,Continuous_Forest,4,U,MST,Mammals_Snap_Trap,13,12,Yes,A,Abundance,0,0,0,0,1,0.304878049,1,0.304878049,0,0,0,0,0,0,2,0.609756098
60,Wu_etal,1996,NA,60.Wu_etal.1996.NA,OGF,mean.PF2.5.6.7.1.3.4,MammalsOGF,Indo_MalayMammalsOGF,1.TropMoMammalsOGF,ContinentMammalsOGF,7,7,3.28,3.28,0,7,7,0.250,0.774,0.774,0.000,6,4,Mammals,China,Continent,Shangyong_Station_Xichuangbanna_National_Park,Indo_Malay,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,101,21,700,1400,1,Continuous_Forest,4,U,MST,Mammals_Snap_Trap,13,12,Yes,A,Abundance,1,0.304878049,0,0,1,0.304878049,1,0.304878049,0,0,0,0,0,0,3,0.914634146
60,Wu_etal,1996,NA,60.Wu_etal.1996.NA,OGF,mean.PF2.5.6.7.1.3.4,MammalsOGF,Indo_MalayMammalsOGF,1.TropMoMammalsOGF,ContinentMammalsOGF,7,7,3.28,3.28,0,7,7,0.111,0.774,0.774,0.000,6,4,Mammals,China,Continent,Shangyong_Station_Xichuangbanna_National_Park,Indo_Malay,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,101,21,700,1400,1,Continuous_Forest,4,U,MST,Mammals_Snap_Trap,13,12,Yes,A,Abundance,0,0,0,0,1,0.304878049,0,0,0,0,0,0,0,0,1,0.304878049
60,Wu_etal,1996,NA,60.Wu_etal.1996.NA,OGF,mean.PF2.5.6.7.1.3.4,MammalsOGF,Indo_MalayMammalsOGF,1.TropMoMammalsOGF,ContinentMammalsOGF,7,7,3.28,3.28,0,7,7,0.111,0.774,0.774,0.000,6,4,Mammals,China,Continent,Shangyong_Station_Xichuangbanna_National_Park,Indo_Malay,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,101,21,700,1400,1,Continuous_Forest,4,U,MST,Mammals_Snap_Trap,13,12,Yes,A,Abundance,0,0,0,0,1,0.304878049,0,0,0,0,0,0,0,0,2,0.609756098
60,Wu_etal,1996,NA,60.Wu_etal.1996.NA,OGF,mean.PF2.5.6.7.1.3.4,MammalsOGF,Indo_MalayMammalsOGF,1.TropMoMammalsOGF,ContinentMammalsOGF,7,7,3.28,3.28,0,7,7,0.000,0.774,0.774,0.000,6,4,Mammals,China,Continent,Shangyong_Station_Xichuangbanna_National_Park,Indo_Malay,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,101,21,700,1400,1,Continuous_Forest,4,U,MST,Mammals_Snap_Trap,13,12,Yes,A,Abundance,0,0,0,0,1,0.304878049,0,0,0,0,0,0,0,0,2,0.609756098
61,Medellin_and_Equihua,1998,6,61.Medellin_and_Equihua.1998.6,YSF,Oldfields,MammalsYSF,NeotropicMammalsYSF,1.TropMoMammalsYSF,ContinentMammalsYSF,1,1,25,25,0,1,1,0.200,0.800,1.000,-0.223,7,4,Mammals,Mexico,Continent,Chajul_Tropical_Biology_Station_Montes_Azules_Biosphere_Reserve,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-90,16,120,3000,1,Continuous_Forest,1,CA,MLT,Sherman_or_Tomahawk_Live_Traps,2,34,Yes,P,Presence,14,0.56,4,0.16,2,0.08,3,0.12,5,0.2,0,0,2,0.08,9,0.36
61,Medellin_and_Equihua,1998,NA,61.Medellin_and_Equihua.1998.NA,OGF,Forest,MammalsOGF,NeotropicMammalsOGF,1.TropMoMammalsOGF,ContinentMammalsOGF,1,1,25,25,0,1,1,0.000,1.000,1.000,0.000,7,4,Mammals,Mexico,Continent,Chajul_Tropical_Biology_Station_Montes_Azules_Biosphere_Reserve,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-90,16,120,3000,1,Continuous_Forest,5,U,MLT,Sherman_or_Tomahawk_Live_Traps,2,34,Yes,P,Presence,16,0.64,6,0.24,3,0.12,3,0.12,5,0.2,0,0,2,0.08,6,0.24
62,Medellin_etal,2000,13,62.Medellin_etal.2000.13,YSF,Oldfields8_18yrs,MammalsYSF,NeotropicMammalsYSF,1.TropMoMammalsYSF,ContinentMammalsYSF,1,1,17,27,-0.462623522,1,1,0.364,0.636,1.000,-0.452,8,4,Mammals,Mexico,Continent,Chajul_Tropical_Biology_Station_Montes_Azules_Biosphere_Reserve,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-90,16,120,3000,1,Continuous_Forest,1,CA,MMN,Mammals_Mist_Nets,2,34,Yes,A,Abundance,4,0.235294118,1,0.058823529,11,0.647058824,0,0,1,0.058823529,4,0.235294118,0,0,0,0
62,Medellin_etal,2000,NA,62.Medellin_etal.2000.NA,OGF,Forest,MammalsOGF,NeotropicMammalsOGF,1.TropMoMammalsOGF,ContinentMammalsOGF,1,1,27,27,0,1,1,0.000,1.000,1.000,0.000,8,4,Mammals,Mexico,Continent,Chajul_Tropical_Biology_Station_Montes_Azules_Biosphere_Reserve,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-90,16,120,3000,1,Continuous_Forest,5,U,MMN,Mammals_Mist_Nets,2,34,Yes,A,Abundance,10,0.37037037,7,0.259259259,15,0.555555556,1,0.037037037,2,0.074074074,2,0.074074074,0,0,0,0
63,Sorensen_and_Fedigan,2000,0,63.Sorensen_and_Fedigan.2000.0,ES,A,MammalsES,NeotropicMammalsES,2.TropDryMammalsES,ContinentMammalsES,1,2,0,3,NA,NA,NA,NA,NA,NA,NA,9,4,Mammals,Costa_Rica,Continent,Santa_Rosa_National_Park,Neotropic,2.TropDry,Tropical_and_Subtropical_Dry_Broadleaf_Forest,-85,10,150,1473,2,Fragmented,1,CA,MTC,Mammals_Transect_Census,14,3,Yes,D,Density,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,Sorensen_and_Fedigan,2000,10,63.Sorensen_and_Fedigan.2000.10,YSF,B,MammalsYSF,NeotropicMammalsYSF,2.TropDryMammalsYSF,ContinentMammalsYSF,1,2,0,3,NA,NA,NA,NA,NA,NA,NA,9,4,Mammals,Costa_Rica,Continent,Santa_Rosa_National_Park,Neotropic,2.TropDry,Tropical_and_Subtropical_Dry_Broadleaf_Forest,-85,10,150,1473,2,Fragmented,1,CA,MTC,Mammals_Transect_Census,14,3,Yes,D,Density,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,Sorensen_and_Fedigan,2000,14,63.Sorensen_and_Fedigan.2000.14,YSF,C,MammalsYSF,NeotropicMammalsYSF,2.TropDryMammalsYSF,ContinentMammalsYSF,1,2,0,3,NA,NA,NA,NA,NA,NA,NA,9,4,Mammals,Costa_Rica,Continent,Santa_Rosa_National_Park,Neotropic,2.TropDry,Tropical_and_Subtropical_Dry_Broadleaf_Forest,-85,10,150,1473,2,Fragmented,1,CA,MTC,Mammals_Transect_Census,14,3,Yes,D,Density,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,Sorensen_and_Fedigan,2000,25,63.Sorensen_and_Fedigan.2000.25,MSF,D,MammalsMSF,NeotropicMammalsMSF,2.TropDryMammalsMSF,ContinentMammalsMSF,1,2,1,3,-1.098612289,1,2,0.500,0.500,1.000,-0.693,9,4,Mammals,Costa_Rica,Continent,Santa_Rosa_National_Park,Neotropic,2.TropDry,Tropical_and_Subtropical_Dry_Broadleaf_Forest,-85,10,150,1473,2,Fragmented,1,CA,MTC,Mammals_Transect_Census,14,3,Yes,D,Density,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,Sorensen_and_Fedigan,2000,30,63.Sorensen_and_Fedigan.2000.30,MSF,E,MammalsMSF,NeotropicMammalsMSF,2.TropDryMammalsMSF,ContinentMammalsMSF,1,2,2,3,-0.405465108,1,2,0.200,0.800,1.000,-0.223,9,4,Mammals,Costa_Rica,Continent,Santa_Rosa_National_Park,Neotropic,2.TropDry,Tropical_and_Subtropical_Dry_Broadleaf_Forest,-85,10,150,1473,2,Fragmented,4,SB,MTC,Mammals_Transect_Census,14,3,Yes,D,Density,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,Sorensen_and_Fedigan,2000,60,63.Sorensen_and_Fedigan.2000.60,OSF,mean.F.G,MammalsOSF,NeotropicMammalsOSF,2.TropDryMammalsOSF,ContinentMammalsOSF,2,2,2,3,-0.405465108,2,2,0.200,0.800,1.000,-0.223,9,4,Mammals,Costa_Rica,Continent,Santa_Rosa_National_Park,Neotropic,2.TropDry,Tropical_and_Subtropical_Dry_Broadleaf_Forest,-85,10,150,1473,2,Fragmented,3,P,MTC,Mammals_Transect_Census,14,3,Yes,D,Density,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,Sorensen_and_Fedigan,2000,60,63.Sorensen_and_Fedigan.2000.60,OSF,mean.F.G,MammalsOSF,NeotropicMammalsOSF,2.TropDryMammalsOSF,ContinentMammalsOSF,2,2,2,3,-0.405465108,2,2,0.200,0.800,1.000,-0.223,9,4,Mammals,Costa_Rica,Continent,Santa_Rosa_National_Park,Neotropic,2.TropDry,Tropical_and_Subtropical_Dry_Broadleaf_Forest,-85,10,150,1473,2,Fragmented,3,P,MTC,Mammals_Transect_Census,14,3,Yes,D,Density,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,Sorensen_and_Fedigan,2000,150,63.Sorensen_and_Fedigan.2000.150,OGF,mean.M150.N180,MammalsOGF,NeotropicMammalsOGF,2.TropDryMammalsOGF,ContinentMammalsOGF,2,2,3,3,0,2,2,0.000,1.000,1.000,0.000,9,4,Mammals,Costa_Rica,Continent,Santa_Rosa_National_Park,Neotropic,2.TropDry,Tropical_and_Subtropical_Dry_Broadleaf_Forest,-85,10,150,1473,2,Fragmented,4,U,MTC,Mammals_Transect_Census,14,3,Yes,D,Density,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,Sorensen_and_Fedigan,2000,180,63.Sorensen_and_Fedigan.2000.180,OGF,mean.M150.N180,MammalsOGF,NeotropicMammalsOGF,2.TropDryMammalsOGF,ContinentMammalsOGF,2,2,3,3,0,2,2,0.000,1.000,1.000,0.000,9,4,Mammals,Costa_Rica,Continent,Santa_Rosa_National_Park,Neotropic,2.TropDry,Tropical_and_Subtropical_Dry_Broadleaf_Forest,-85,10,150,1473,2,Fragmented,4,U,MTC,Mammals_Transect_Census,14,3,Yes,D,Density,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,Naughton_etal,2003,6,64.Naughton_etal.2003.6,YSF,Fallow_fields,MammalsYSF,NeotropicMammalsYSF,1.TropMoMammalsYSF,ContinentMammalsYSF,1,1,8,10,-0.223143551,1,1,0.333,0.667,1.000,-0.405,10,4,Mammals,Peru,Continent,Tambopata_Madre_de_Dios,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-69,-13,215,3000,1,Continuous_Forest,1,CA,MTC,Mammals_Transect_Census,2,12,Yes,A,Abundance,4,0.5,1,0.125,1,0.125,0,0,2,0.25,0,0,0,0,4,0.5
64,Naughton_etal,2003,40,64.Naughton_etal.2003.40,OGF,Forest,MammalsOGF,NeotropicMammalsOGF,1.TropMoMammalsOGF,ContinentMammalsOGF,1,1,10,10,0,1,1,0.000,1.000,1.000,0.000,10,4,Mammals,Peru,Continent,Tambopata_Madre_de_Dios,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-69,-13,215,3000,1,Continuous_Forest,1,U,MTC,Mammals_Transect_Census,2,12,Yes,A,Abundance,7,0.7,3,0.3,1,0.1,0,0,2,0.2,0,0,0,0,4,0.4
65,Wijesinghe_and_Brooke,2005,5,65.Wijesinghe_and_Brooke.2005.5,YSF,Abandoned,MammalsYSF,Indo_MalayMammalsYSF,1.TropMoMammalsYSF,IslandMammalsYSF,1,1,6,8,-0.287682072,1,1,0.571,0.429,1.000,-0.847,11,4,Mammals,Sri_Lanka,Island,Sinharaja_forest,Indo_Malay,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,80,6,700,4375,2,Fragmented,1,CA,MLT,Sherman_or_Tomahawk_Live_Traps,3,12,Yes,A,Abundance,2,0.333333333,0,0,0,0,2,0.333333333,0,0,0,0,0,0,4,0.666666667
65,Wijesinghe_and_Brooke,2005,NA,65.Wijesinghe_and_Brooke.2005.NA,OGF,Unlogged,MammalsOGF,Indo_MalayMammalsOGF,1.TropMoMammalsOGF,IslandMammalsOGF,1,1,8,8,0,1,1,0.000,1.000,1.000,0.000,11,4,Mammals,Sri_Lanka,Island,Sinharaja_forest,Indo_Malay,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,80,6,700,4375,2,Fragmented,5,U,MLT,Sherman_or_Tomahawk_Live_Traps,3,12,Yes,A,Abundance,6,0.75,3,0.375,0,0,2,0.25,0,0,0,0,0,0,3,0.375
66,Castro_etal,2007,3,66.Castro_etal.2007.3,YSF,YSF,MammalsYSF,NeotropicMammalsYSF,1.TropMoMammalsYSF,ContinentMammalsYSF,1,1,23,25,-0.083381609,1,1,0.250,0.750,1.000,-0.288,12,4,Mammals,Mexico,Continent,Agua_Blanca_State_Park,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-92,17,200,3500,2,Fragmented,4,SB,MMN,Mammals_Mist_Nets,4,34,Yes,A,Abundance,5,0.217391304,6,0.260869565,14,0.608695652,0,0,1,0.043478261,2,0.086956522,0,0,0,0
66,Castro_etal,2007,8,66.Castro_etal.2007.8,YSF,MSF,MammalsYSF,NeotropicMammalsYSF,1.TropMoMammalsYSF,ContinentMammalsYSF,1,1,16,25,-0.446287103,1,1,0.268,0.732,1.000,-0.312,12,4,Mammals,Mexico,Continent,Agua_Blanca_State_Park,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-92,17,200,3500,2,Fragmented,4,SB,MMN,Mammals_Mist_Nets,4,34,Yes,A,Abundance,4,0.25,3,0.1875,10,0.625,0,0,1,0.0625,2,0.125,0,0,0,0
66,Castro_etal,2007,NA,66.Castro_etal.2007.NA,OGF,TEF,MammalsOGF,NeotropicMammalsOGF,1.TropMoMammalsOGF,ContinentMammalsOGF,1,1,25,25,0,1,1,0.000,1.000,1.000,0.000,12,4,Mammals,Mexico,Continent,Agua_Blanca_State_Park,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-92,17,200,3500,2,Fragmented,5,U,MMN,Mammals_Mist_Nets,4,34,Yes,A,Abundance,9,0.36,11,0.44,11,0.44,0,0,1,0.04,2,0.08,0,0,0,0
67,Parry_etal,2007,16,67.Parry_etal.2007.16,YSF,Secondary_forest,MammalsYSF,NeotropicMammalsYSF,1.TropMoMammalsYSF,ContinentMammalsYSF,1,1,11,11,0,1,1,0.455,0.545,1.000,-0.606,13,4,Mammals,Brazil,Continent,Jari_River,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-52,-1,100,2115,3,Mixed,4,SB,MTC,Mammals_Transect_Census,2,21,Yes,A,Abundance,9,0.818181818,1,0.090909091,4,0.363636364,0,0,1,0.090909091,0,0,0,0,5,0.454545455
67,Parry_etal,2007,NA,67.Parry_etal.2007.NA,OGF,Primary_Forest,MammalsOGF,NeotropicMammalsOGF,1.TropMoMammalsOGF,ContinentMammalsOGF,1,1,11,11,0,1,1,0.000,1.000,1.000,0.000,13,4,Mammals,Brazil,Continent,Jari_River,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-52,-1,100,2115,3,Mixed,5,U,MTC,Mammals_Transect_Census,2,21,Yes,A,Abundance,9,0.818181818,0,0,4,0.363636364,0,0,0,0,0,0,0,0,7,0.636363636
68,Willig_etal,2007,7,68.Willig_etal.2007.7,YSF,Purna,MammalsYSF,NeotropicMammalsYSF,1.TropMoMammalsYSF,ContinentMammalsYSF,1,1,37,36,0.027398974,1,1,0.096,0.904,1.000,-0.101,14,4,Mammals,Peru,Continent,Iquitos,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-73,-3,160,2800,3,Mixed,1,CA,MMN,Mammals_Mist_Nets,2,43,Yes,A,Abundance,17,0.459459459,8,0.216216216,23,0.621621622,0,0,2,0.054054054,4,0.108108108,0,0,0,0
68,Willig_etal,2007,NA,68.Willig_etal.2007.NA,OGF,Forest,MammalsOGF,NeotropicMammalsOGF,1.TropMoMammalsOGF,ContinentMammalsOGF,1,1,36,36,0,1,1,0.000,1.000,1.000,0.000,14,4,Mammals,Peru,Continent,Iquitos,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-73,-3,160,2800,3,Mixed,5,U,MMN,Mammals_Mist_Nets,2,43,Yes,A,Abundance,16,0.444444444,10,0.277777778,20,0.555555556,1,0.027777778,2,0.055555556,3,0.083333333,0,0,0,0
69,Avila_etal,2009,0,69.Avila_etal.2009.0,ES,mean.P1.2.3,MammalsES,NeotropicMammalsES,2.TropDryMammalsES,ContinentMammalsES,3,3,3.67,11,-1.097703611,3,3,0.789,0.344,0.627,-0.600,15,4,Mammals,Mexico,Continent,Chamela_Cuixmala_Biosphere_Reserve,Neotropic,2.TropDry,Tropical_and_Subtropical_Dry_Broadleaf_Forest,-105,19,223,788,3,Mixed,1,CA,MMN,Mammals_Mist_Nets,12,22,Yes,A,Abundance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
